A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,considerExpInputId,30
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv10x4exp,40
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,generalExpermnt,the task was easy and fun. 
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,wouldInvestInputId,1
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv5x2exp,10
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv1x4ret,1
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,turk_gender,female
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv10x4ret,20
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv1x2exp,2
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,generalStrategy,seeing how much he would gain vs the other
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv10x6ret,35
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,turk_race,Black
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,selftrustInputId,97
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,trustInputId,4
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,inv10x2exp,20
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,likeInputId,41
A126IMAJ4EEE7:3LRLIPTPER3URFHDO79DR694FXYKAR,turker_age,29
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x2ret,5
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,friendsInputId,43
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x2ret,1
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x4exp,4
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x6exp,4
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,disappointInputId,63
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,mostOthersID,71
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x6exp,20
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,similarInputId,72
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,generalWilson,he seems human
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,greedInputId,83
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x2ret,10
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,fairInputId,31
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,knowInputId,64
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,selffairInputId,89
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x4exp,20
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,additionalThoughts,
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x4ret,10
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x6exp,40
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x6ret,2
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x6ret,10
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,selfDependInputId,84
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,considerExpInputId,27
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x4exp,40
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,generalExpermnt,"This one was fun,  I was very engaged.  I tried to look for patterns in his giving to certain people which was fun.  Nothing seemed odd.  His behavior seemed easier to predict the more I watched him."
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,wouldInvestInputId,10
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv5x2exp,20
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x4ret,2
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,turk_gender,male
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x4ret,20
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv1x2exp,4
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,generalStrategy,"gender of the other person, then if they seemed like friends based on previous interactions"
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x6ret,20
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,turk_race,White
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,selftrustInputId,88
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,trustInputId,45
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,inv10x2exp,40
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,likeInputId,41
A12FCLCVIM2CL3:3SLE99ER0O7UZKLRUMCJ9WHN2CIZBM,turker_age,33
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv5x2ret,3
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,friendsInputId,1
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv1x2ret,0
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv1x4exp,2
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv1x6exp,2
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,disappointInputId,100
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,mostOthersID,51
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv5x6exp,10
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,similarInputId,1
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,generalWilson,Very greedy person and untrustworthy.
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,greedInputId,100
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv10x2ret,5
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,fairInputId,1
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,knowInputId,69
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,selffairInputId,93
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv5x4exp,10
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,additionalThoughts,no
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv5x4ret,5
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv10x6exp,25
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv1x6ret,0
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv5x6ret,8
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,selfDependInputId,100
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,considerExpInputId,19
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,inv10x4exp,15
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,generalExpermnt,"Was fully engaged during the task. I did find it a bit random trying to predict his amount to return, but was usually within a dollar or two of the amount. The task was fun, I like that it was animated. Did not find anything odd."
A12IHTKQFQIPD1:3A1COHJ8NKPP61NQLOM2INNHXSUH8G,wouldInvestInputId,0
