,trueAlpha,trueTau,recovAlpha,recovTau,cost,r
0,0.337300788707504,0.37774915511960344,0.6357240666082948,0.2201569471950692,1011.0,0.6275640126795923
1,0.9841875562284639,0.5473003426474002,0.49521262626546564,0.2845616069159628,938.0,0.5280990222450935
2,0.24540396009794663,0.33883149962804915,0.3501257395054166,0.8442510984925544,1114.0,0.5270850998269248
3,0.39274235316682815,0.3627869194225409,0.3117058536911083,0.16930056733161503,1088.0,0.5879410664321836
4,0.964756583635005,0.9725540314128868,0.7748227979958714,0.6053555398256015,873.0,0.40628323884225737
5,0.8127665792251915,0.8280350655675921,0.23752189042651212,0.8335922943380417,882.0,0.42942924746911887
6,0.7619259820035195,0.1649106576200569,0.5455569979097581,0.11313956777419559,390.0,0.8297847046917465
7,0.19376945817249147,0.46958418386216366,0.4410152593794154,0.4395644102238691,1473.0,0.3995650509780586
8,0.6000808356124622,0.5359191349496116,0.7884518848377928,0.2628167418301271,941.0,0.6998577013730137
9,0.1626693815373793,0.5600303492143881,0.24823337216185448,0.7148502521155453,871.0,0.6604083065582319
10,0.5568905866117427,0.6008198952328869,0.16956676148343297,0.0769833710912824,867.0,0.6576153123308163
11,0.32311121045312763,0.452462284360601,0.9852318959864269,0.21340600488923847,790.0,0.7310327553143898
12,0.9698291872699947,0.7523702345972454,0.5719982898615695,0.8348313179909947,1479.0,0.3679537094926154
13,0.23059861003563698,0.8242256934117432,0.21677026077550043,0.11311859136450177,618.0,0.7488694177390403
14,0.5295188836026071,0.8885150699528993,0.8191736043250932,0.5973490508816993,1360.0,0.46056274680653975
15,0.032205769987448396,0.23578303445141258,0.4011847764895036,0.7786986800142405,1375.0,0.2777272824315461
