,trueAlpha,trueTau,recovAlpha,recovTau,cost,r
160,0.6263213177702492,0.2924752739161027,0.5657259086852656,0.2954027975862718,1064.0,0.2957898013640885
161,0.9467229894387796,0.13302892652542786,0.6945148861685899,0.015582189658737785,839.0,0.7422185602257448
162,0.20736358564061685,0.5194262044677898,0.6292377158559301,0.09987731737022468,845.0,0.5136599809709598
163,0.02357068983045041,0.7009913168075576,0.4433607835767182,0.533944711543303,1180.0,0.25048349932068664
164,0.6850081838435232,0.3480098819373654,0.9651633902055639,0.5436313346361928,929.0,0.7053191959885476
165,0.30756100031550015,0.12620725601619698,0.5250495711271653,0.5526067450965929,464.0,0.7132674099946652
166,0.6250342382828097,0.522228611378942,0.4367989949817369,0.1768852486484719,1350.0,0.5591674976783035
167,0.461155924040092,0.9755432292664512,0.8901365007455381,0.3952022140592758,943.0,0.5536944027127876
168,0.6658265226072319,0.07388648268070486,0.6160599136571824,0.2765454476878132,435.0,0.539374635965198
169,0.0897069360774646,0.2666303838495103,0.04833741995117387,0.042768676093128,530.0,0.7748220636727944
170,0.2674195055772538,0.6061714819960863,0.1299116815625302,0.05107597555901671,819.0,0.669434852725394
171,0.5408030401038204,0.3375746691389757,0.33622560447743927,0.15431435980902156,1041.0,0.1335256418089789
172,0.008275118236844237,0.14654965421895186,0.19492771961337674,0.13973953805347375,958.0,0.7126871419971882
173,0.16420830117954643,0.5713302398074903,0.9247345039694421,0.9198218654635019,651.0,0.6357858997659827
174,0.8444642631318559,0.6890095952437523,0.5166979458096812,0.21164315321563562,980.0,0.5600775375052564
175,0.4357883928937897,0.9418009530016784,0.8171729299656232,0.4038447989385265,1115.0,0.6327497895492109
176,0.8983904216003313,0.5664528291351847,0.8234837968065962,0.5879565460506153,1147.0,0.5586916191161913
177,0.09447690228768013,0.06148492489834977,0.393638160449335,0.016547653782449066,386.0,0.9116349713173261
178,0.14608123404914442,0.5776607274251759,0.581553560464885,0.9457780137264156,1411.0,0.25849861621233605
179,0.35989296289506423,0.41371110339623796,0.9596328244428888,0.16367537784118508,751.0,0.6854209424833645
180,0.3690700759902159,0.3608017165520595,0.23758737997021576,0.23730016662565287,1068.0,0.4093706836935017
181,0.7878290287846382,0.22236586193757765,0.9573642917239809,0.11603098116706685,442.0,0.6055828985107599
182,0.1958254901162223,0.6332452588194195,0.07449126836139294,0.3070994747490004,831.0,0.6610746224137432
183,0.946877317878254,0.785375051579283,0.6030309664638518,0.5365922822937123,1529.0,0.6126494245909595
184,0.8398224011254182,0.5628392836711065,0.7908229426918312,0.8407958483997382,454.0,0.6125983941623256
185,0.1925811999283198,0.38873913779678354,0.6936918638252325,0.5351869181616284,1049.0,0.16853458187249104
186,0.10737546216463656,0.012146540173244864,0.19859073633095767,0.019596238297822633,0.0,0.9772055445470206
187,0.7087294448114568,0.2833994115726789,0.3452120925771166,0.14656307833342835,965.0,0.2969772058343008
188,0.8184863095712626,0.735355123905504,0.8065604586704983,0.6224811736837464,868.0,0.7319149877929115
189,0.596487280259721,0.002508045157670738,0.6120244158069201,0.019469004339588016,0.0,0.7277011851734052
190,0.7191272226292054,0.3209276446897721,0.1271399465386842,0.16105820854753497,782.0,0.6842272616424814
191,0.29325460123164104,0.10993803436974615,0.5065718658900356,0.0386251094093644,920.0,0.1822309053502582
192,0.8852593372534154,0.8412859212282608,0.27049089611118504,0.7412574229090942,1159.0,0.49531032666384767
193,0.8358915464704207,0.764011961824816,0.40440743624098996,0.22067519591344062,1018.0,0.28538118225960596
194,0.2792439307792852,0.4388946385089798,0.1894764980558454,0.651225701231671,1229.0,0.14381494103076473
195,0.5087061440607785,0.6580830409873035,0.06465801495232702,0.9445376520072568,989.0,0.4454415166975836
196,0.60770013449975,0.34925531141145405,0.30666882307547666,0.6769006805975679,982.0,0.3991770996294849
197,0.17644228642917337,0.24394434239308674,0.7225591221985971,0.2431939853872972,1122.0,0.4133974724069399
198,0.21078835177920552,0.045374204395721374,0.33830320963260574,0.014251197732167407,58.0,0.9693782696190258
199,0.47378868568786403,0.26917990932900304,0.691518463219764,0.7074681166883872,1010.0,0.5671403884814794
200,0.9744330623040333,0.5188726152283556,0.10099633299021102,0.1280208588732663,869.0,0.5723997569823632
201,0.2519369839556094,0.19044338069738742,0.8096744586386981,0.2396788455359218,488.0,0.7336969477044482
202,0.06199034211420573,0.5816602369432075,0.9430625916742946,0.6404489542227381,1175.0,0.28281317755100804
203,0.8615260082435788,0.01284266787966102,0.5564142143757412,0.011943475631099286,19.0,0.9648800063111581
204,0.5276843382316935,0.989521907109112,0.4660712678772596,0.579547850617826,927.0,0.5221689088620782
205,0.8305849327246909,0.3897396869717561,0.19451213410806578,0.14114201201031296,982.0,0.5238996706083419
206,0.12989234062440014,0.5942684512700396,0.07697484301623105,0.488455303061685,1110.0,0.23656631213559745
207,0.7129737700492078,0.36292533881072914,0.5946391327484304,0.8565156586415078,992.0,0.6430302615455786
208,0.023387452378487827,0.17786501218630288,0.30280624109620197,0.6801225878204573,992.0,0.46011407775629487
209,0.03003460996728846,0.4755788405150594,0.14167492333118026,0.5601891592771291,983.0,0.5145530029845804
210,0.44855177506411303,0.30778356961682807,0.24578657553324293,0.07615074350739433,945.0,0.6126707732256184
211,0.7835384280661692,0.8536129662687244,0.9509556753031863,0.40186189050817345,1141.0,0.5365849905193781
212,0.7324589981415649,0.5371387389484762,0.8241613156316877,0.8998031798413823,897.0,0.6581379123681579
213,0.21885906228420848,0.23405494951992503,0.656908115595143,0.38958129400308644,910.0,0.20225656757030236
214,0.8886616463018467,0.15953408294679,0.7605614150136606,0.06112481883815421,360.0,0.7210133595222578
215,0.175821828531603,0.15160343927276398,0.6772341015016224,0.07168109180999938,477.0,0.8512670779726754
216,0.15559327405586854,0.12360465120644111,0.30655961314829944,0.06070097647185357,317.0,0.820114273051197
217,0.71598528949697,0.6633719759154534,0.020997386072787144,0.17794874247940326,964.0,0.267636146501718
218,0.6793167685958227,0.4858073069782461,0.282850616908139,0.2719078884334997,662.0,0.6405095153730249
219,0.10448839693579837,0.24490708800893243,0.567213954567783,0.13352799230546197,655.0,0.8037278715579464
220,0.1092350670568728,0.3291395538116079,0.16146794041676854,0.0677624036845425,990.0,0.5852906942696967
221,0.3635020817546233,0.9831597934197347,0.5752270187482995,0.04968978413784961,685.0,0.7670075371164315
222,0.7927803834299634,0.49049869239817406,0.21600045500201548,0.9258081705025626,745.0,0.5181480457637562
223,0.39974479409323993,0.9793215108182622,0.4081373015164565,0.3726346749648871,838.0,0.4291691115923938
224,0.06474760558493942,0.987953931255402,0.47214181752068046,0.7666384955360908,1195.0,0.44996144253038634
225,0.7607712524676431,0.2757877643006677,0.9597870092919453,0.14018666114139336,982.0,0.2296228943744028
226,0.5509020554107277,0.5093752884211603,0.31804244968327655,0.9462714656470377,795.0,0.5904438875505813
227,0.9852883105161316,0.2888176742600453,0.6096301361425378,0.4883770237303605,1096.0,0.4072759856377068
228,0.6264773012144557,0.7323261905399265,0.7398527368019416,0.9132329205150738,946.0,0.3280818045035983
229,0.9154330455296582,0.5212055263975562,0.17296066103757352,0.18132817783970098,1247.0,0.21807975677417235
230,0.5430782246045014,0.47042394826091255,0.5765708102465832,0.13216869690179237,879.0,0.6406033770448242
231,0.00428813138075268,0.09440701852559688,0.06199197206172331,0.0873779262965254,871.0,0.7812625637865928
232,0.4712191224031995,0.22801295588427015,0.12866570657946466,0.26664812458276577,1240.0,0.521020935179813
233,0.7890114590287751,0.8041009393766712,0.47057928920252157,0.15337210753990457,904.0,0.472184942034326
234,0.6072376331085161,0.2563212065589194,0.3706774739640237,0.11571834070550717,1248.0,0.3007964396681059
235,0.825569183870144,0.13283001618889584,0.7889640542604581,0.20452448637829426,465.0,0.6894903753634628
236,0.5448296349566724,0.6870568377040838,0.6003465891259627,0.8372448240700199,1201.0,0.4800437980485619
237,0.8971271716824297,0.8027469085992422,0.7009671723570218,0.4639726140474397,861.0,0.6408938181479238
238,0.1823409275743384,0.5847797954776699,0.6221180832721666,0.3196666673392708,1159.0,0.6156388535290795
239,0.5491923462956405,0.24104704810848873,0.8012255363587806,0.07859169627582044,1045.0,0.6585377076340705
240,0.7680520075282893,0.46900546397217163,0.778993112355855,0.4182241560824249,1130.0,0.4175705420149643
241,0.07218779614116733,0.08602070049094761,0.2736435734839104,0.7436112403431162,831.0,0.6902752425009581
242,0.27894336277033605,0.8150864543203149,0.5888775530537645,0.12057283140816306,901.0,0.5542801557586602
243,0.06069970431622729,0.34230839269357805,0.04857077797608151,0.167712940825094,965.0,0.6637056969303823
244,0.8433467289885178,0.5485302559362903,0.35007238064985635,0.47862954106661676,901.0,0.37518041684435316
245,0.008655895455957463,0.7534871067967082,0.7913393243878926,0.9296896174392975,909.0,0.48165512803837973
246,0.7515529138360967,0.6798543756648067,0.6341909911246087,0.4751084796740769,1144.0,0.3877985883294683
247,0.7741297240027285,0.5137064830194118,0.9525307237547338,0.6188236490817387,891.0,0.3360416104127666
248,0.2713984967879357,0.9034548472091093,0.3906212209452922,0.6519913616979117,1077.0,0.46348906745102303
249,0.017228235407333203,0.9748233316002256,0.5166274514076953,0.5133840454716088,997.0,0.6291194456996269
250,0.742954861620946,0.10873609822529062,0.5539349577359675,0.11689703663740914,261.0,0.727002536749326
251,0.9495266287537232,0.1800770477989349,0.7225172431268191,0.26648128921573017,679.0,0.27124535655487364
252,0.18334440191674117,0.9306987530947791,0.4965435333887911,0.03689207811368815,685.0,0.785132621043723
253,0.766411501015802,0.08204210749460501,0.9376949292224346,0.10148360149553037,883.0,0.6773393921147192
254,0.8950375977778277,0.9655431290918742,0.7642781088180162,0.949878667546024,1032.0,0.4423729847299493
255,0.821420525720241,0.827872319865004,0.7190946020592832,0.2445941324162422,1156.0,0.5169658836807558
256,0.23586926502697003,0.5621820655769765,0.3387323316234874,0.2599416334927081,685.0,0.707785831229463
257,0.8124385892933526,0.39845259349027645,0.4002513355267213,0.6104143470289285,1338.0,0.5905237557809954
258,0.1624027041271846,0.5478397628679854,0.5451882206495473,0.9219453786010074,922.0,0.6546340114790088
259,0.44757813577146344,0.7522775521147276,0.8756913026855881,0.34693958374793343,1072.0,0.40285607079584607
260,0.46881735053745466,0.3298617341823578,0.5373944253829566,0.2088619116993129,418.0,0.7677125724822963
261,0.39423935294910273,0.377436227108735,0.14644403941442766,0.3958527621097451,1079.0,0.4690755724812976
262,0.44917420582618317,0.5004829905379838,0.9553228541222913,0.18083157689774543,1013.0,0.6176899544026798
263,0.892900290483098,0.3768995402917458,0.27345599737240833,0.4293092980051013,604.0,0.5015918578783113
264,0.2308554609668707,0.08332010837521496,0.09052551944512444,0.006360828112285428,104.0,0.9785147807930756
265,0.031293368122617515,0.8313933530953634,0.559583894659755,0.6976880208180746,1135.0,0.599570320285151
266,0.5660600828713449,0.16575076782906645,0.7203269753289602,0.15526973307101904,324.0,0.7938822586088109
267,0.22217964019771563,0.3715905726330181,0.2526671714333435,0.0887434134864413,798.0,0.6162550680716955
268,0.7066287452566553,0.29250149143371224,0.7169699091951406,0.4282592868358287,641.0,0.5650604036935177
269,0.054614105657632916,0.3955193085911352,0.3102979697565236,0.6993910033364746,817.0,0.49144162431417093
270,0.2200315883384042,0.6873361789300273,0.45583699771893366,0.7562363529756198,1185.0,0.6229117311333957
271,0.7492650592349347,0.14235754966969905,0.5933602711697318,0.11359281546194894,616.0,0.8122177318891504
